Model,Dataset,UseWindowScalar,Epoch,TimeStepNum,LookAheadNum,NetworkType,Features,BatchSize,RMSE,MAPE,R2,TrainingLoss,ValidationLoss
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,78,80,1,GRU,Close-Low-High-,500,385.68,0.6,0.998,4.874543446931057e-05,9.654149471316487e-05
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,79,80,1,GRU,Close-Low-High-,500,401.26,0.64,0.998,5.3823445341549814e-05,0.0001205206717713736
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,80,80,1,GRU,Close-Low-High-,500,405.62,0.65,0.998,5.072847125120461e-05,0.00010753155220299959
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,81,80,1,GRU,Close-Low-High-,500,436.53,0.72,0.998,5.307841274770908e-05,0.00014001646195538342
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,82,80,1,GRU,Close-Low-High-,500,403.89,0.64,0.998,5.525664164451882e-05,0.00014627573546022177
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,83,80,1,GRU,Close-Low-High-,500,378.48,0.59,0.998,5.196331039769575e-05,8.572452497901395e-05
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,84,80,1,GRU,Close-Low-High-,500,441.1,0.73,0.998,5.185282861930318e-05,0.0001419197942595929
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,85,80,1,GRU,Close-Low-High-,500,475.9,0.78,0.997,5.164925823919475e-05,0.00021711236331611872
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,86,80,1,GRU,Close-Low-High-,500,406.77,0.66,0.998,5.237804725766182e-05,0.00010870354162761942
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,87,80,1,GRU,Close-Low-High-,500,377.74,0.6,0.998,4.9847069021780044e-05,8.472380432067439e-05
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,88,80,1,GRU,Close-Low-High-,500,386.38,0.62,0.998,5.268953100312501e-05,8.249983511632308e-05
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,89,80,1,GRU,Close-Low-High-,500,402.72,0.66,0.998,5.068795508123003e-05,8.877967775333673e-05
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,90,80,1,GRU,Close-Low-High-,500,374.44,0.59,0.998,5.442596011562273e-05,8.441360841970891e-05
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,91,80,1,GRU,Close-Low-High-,500,493.88,0.81,0.997,5.484537541633472e-05,0.00024585434584878385
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,92,80,1,GRU,Close-Low-High-,500,443.02,0.72,0.998,5.03103292430751e-05,0.0001728613133309409
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,93,80,1,GRU,Close-Low-High-,500,381.85,0.61,0.998,5.306754246703349e-05,8.105547749437392e-05
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,94,80,1,GRU,Close-Low-High-,500,373.22,0.59,0.998,5.467848677653819e-05,8.09249104349874e-05
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,95,80,1,GRU,Close-Low-High-,500,541.22,0.9,0.996,5.428498116089031e-05,0.00035136204678565264
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,96,80,1,GRU,Close-Low-High-,500,373.6,0.59,0.998,5.4987169278319925e-05,9.151152335107327e-05
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,97,80,1,GRU,Close-Low-High-,500,560.45,0.93,0.996,5.236337165115401e-05,0.00038656117976643145
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,98,80,1,GRU,Close-Low-High-,500,388.87,0.62,0.998,5.1941926358267665e-05,9.414934902451932e-05
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,99,80,1,GRU,Close-Low-High-,500,508.41,0.85,0.997,5.083237192593515e-05,0.00027756986673921347
SavedModels/6,Datasets/BTC-2018-2022-Hourly.csv,False,100,80,1,GRU,Close-Low-High-,500,655.58,1.08,0.995,5.5443510063923895e-05,0.0006472899694927037
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,1,80,1,LSTM,Close-Low-High-,500,834.02,1.29,0.992,0.002159442752599716,0.0010133396135643125
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,2,80,1,LSTM,Close-Low-High-,500,666.61,1.07,0.995,0.0002506916644051671,0.00023634874378331006
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,3,80,1,LSTM,Close-Low-High-,500,725.28,1.17,0.994,0.00018608487152960151,0.0004868401447311044
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,4,80,1,LSTM,Close-Low-High-,500,658.04,1.05,0.995,0.00015587013331241906,0.0002623683831188828
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,5,80,1,LSTM,Close-Low-High-,500,793.68,1.29,0.992,0.00013989968283567578,0.000776998233050108
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,6,80,1,LSTM,Close-Low-High-,500,645.61,1.03,0.995,0.000124148020404391,0.00024464368470944464
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,7,80,1,LSTM,Close-Low-High-,500,707.8,1.12,0.994,0.00011193079262739047,0.0005334224551916122
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,8,80,1,LSTM,Close-Low-High-,500,827.39,1.3,0.991,0.00010639888205332682,0.0010379127925261855
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,9,80,1,LSTM,Close-Low-High-,500,662.19,1.05,0.995,9.825969027588144e-05,0.00037057208828628063
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,10,80,1,LSTM,Close-Low-High-,500,656.32,1.04,0.995,9.673120075603947e-05,0.0003562283527571708
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,11,80,1,LSTM,Close-Low-High-,500,660.95,1.09,0.995,0.00010065234528155997,0.00022210112365428358
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,12,80,1,LSTM,Close-Low-High-,500,636.5,1.02,0.995,9.677530033513904e-05,0.0002575016696937382
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,13,80,1,LSTM,Close-Low-High-,500,642.61,1.05,0.995,8.541816350771114e-05,0.00021407029998954386
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,14,80,1,LSTM,Close-Low-High-,500,732.99,1.25,0.994,9.099939052248374e-05,0.0003339745453558862
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,15,80,1,LSTM,Close-Low-High-,500,636.73,1.01,0.995,8.3482991612982e-05,0.000312757067149505
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,16,80,1,LSTM,Close-Low-High-,500,766.37,1.23,0.993,8.692857954883948e-05,0.0007563387043774128
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,17,80,1,LSTM,Close-Low-High-,500,660.97,1.05,0.995,7.935220492072403e-05,0.00040805619210004807
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,18,80,1,LSTM,Close-Low-High-,500,623.02,0.99,0.995,8.523155702278018e-05,0.0002806754782795906
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,19,80,1,LSTM,Close-Low-High-,500,608.1,0.98,0.996,7.952170562930405e-05,0.00020479429804254323
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,20,80,1,LSTM,Close-Low-High-,500,619.48,0.99,0.995,7.630475738551468e-05,0.0002780384384095669
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,21,80,1,LSTM,Close-Low-High-,500,652.33,1.04,0.995,7.792244286974892e-05,0.00042135544936172664
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,22,80,1,LSTM,Close-Low-High-,500,720.73,1.14,0.993,7.410354010062292e-05,0.0006638758350163698
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,23,80,1,LSTM,Close-Low-High-,500,658.25,1.05,0.995,7.508347334805876e-05,0.0004318263672757894
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,24,80,1,LSTM,Close-Low-High-,500,607.28,0.99,0.996,7.230093615362421e-05,0.00018984131747856736
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,25,80,1,LSTM,Close-Low-High-,500,684.36,1.09,0.994,7.015714072622359e-05,0.0005367692210711539
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,26,80,1,LSTM,Close-Low-High-,500,592.65,0.95,0.996,6.889594806125388e-05,0.00018800015095621347
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,27,80,1,LSTM,Close-Low-High-,500,696.62,1.12,0.994,6.621854845434427e-05,0.0005419457447715104
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,28,80,1,LSTM,Close-Low-High-,500,597.66,0.97,0.996,6.85073682689108e-05,0.000191568469745107
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,29,80,1,LSTM,Close-Low-High-,500,591.66,0.96,0.996,6.646863039350137e-05,0.00018472653755452484
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,30,80,1,LSTM,Close-Low-High-,500,611.94,1.01,0.996,6.69297223794274e-05,0.00019190552120562643
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,31,80,1,LSTM,Close-Low-High-,500,760.53,1.23,0.993,6.499175651697442e-05,0.0007947595440782607
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,32,80,1,LSTM,Close-Low-High-,500,593.39,0.94,0.996,6.231526640476659e-05,0.0002642736362759024
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,33,80,1,LSTM,Close-Low-High-,500,575.21,0.92,0.996,6.054471668903716e-05,0.00018846477905754
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,34,80,1,LSTM,Close-Low-High-,500,586.91,0.93,0.996,6.60607693134807e-05,0.0002500016416888684
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,35,80,1,LSTM,Close-Low-High-,500,643.79,1.02,0.995,5.789369606645778e-05,0.0004668433975894004
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,36,80,1,LSTM,Close-Low-High-,500,639.88,1.01,0.995,6.391845090547577e-05,0.00046129635302349925
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,37,80,1,LSTM,Close-Low-High-,500,608.04,0.96,0.995,6.184381345519796e-05,0.0003479610022623092
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,38,80,1,LSTM,Close-Low-High-,500,610.86,1.01,0.996,6.059871884644963e-05,0.0002276392769999802
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,39,80,1,LSTM,Close-Low-High-,500,709.34,1.15,0.994,5.759729538112879e-05,0.000638234312646091
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,40,80,1,LSTM,Close-Low-High-,500,589.53,0.97,0.996,5.786089241155423e-05,0.00017491166363470256
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,41,80,1,LSTM,Close-Low-High-,500,575.46,0.91,0.996,6.070036397431977e-05,0.00024610385298728943
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,42,80,1,LSTM,Close-Low-High-,500,579.65,0.92,0.996,6.015183316776529e-05,0.00026244029868394136
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,43,80,1,LSTM,Close-Low-High-,500,555.73,0.89,0.996,5.819318175781518e-05,0.0001812456175684929
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,44,80,1,LSTM,Close-Low-High-,500,669.71,1.06,0.994,5.83220535190776e-05,0.0005698770401068032
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,45,80,1,LSTM,Close-Low-High-,500,613.95,0.98,0.995,5.52795609110035e-05,0.0003803641302511096
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,46,80,1,LSTM,Close-Low-High-,500,550.84,0.88,0.996,5.80844352953136e-05,0.00018402311252430081
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,47,80,1,LSTM,Close-Low-High-,500,722.65,1.14,0.993,5.6395834690192714e-05,0.0007919421186670661
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,48,80,1,LSTM,Close-Low-High-,500,546.1,0.87,0.996,6.249672151170671e-05,0.0001662733411649242
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,49,80,1,LSTM,Close-Low-High-,500,549.16,0.88,0.996,5.8215318858856335e-05,0.00018569076200947165
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,50,80,1,LSTM,Close-Low-High-,500,604.43,0.96,0.995,5.7244997151428834e-05,0.0003909087390638888
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,51,80,1,LSTM,Close-Low-High-,500,539.19,0.86,0.997,5.3420742915477604e-05,0.0001710331707727164
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,52,80,1,LSTM,Close-Low-High-,500,540.21,0.87,0.997,5.958891779300757e-05,0.00015226266987156123
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,53,80,1,LSTM,Close-Low-High-,500,546.06,0.87,0.996,5.635647539747879e-05,0.0002096370153594762
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,54,80,1,LSTM,Close-Low-High-,500,630.72,1.05,0.995,5.503129432327114e-05,0.0003407433978281915
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,55,80,1,LSTM,Close-Low-High-,500,540.15,0.87,0.997,5.883991252630949e-05,0.00015396010712720454
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,56,80,1,LSTM,Close-Low-High-,500,540.47,0.86,0.996,5.567147672991268e-05,0.0002029885508818552
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,57,80,1,LSTM,Close-Low-High-,500,589.43,0.94,0.996,5.104531373945065e-05,0.0003460899170022458
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,58,80,1,LSTM,Close-Low-High-,500,526.97,0.84,0.997,5.746922761318274e-05,0.00015604916552547365
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,59,80,1,LSTM,Close-Low-High-,500,525.36,0.84,0.997,5.530265116249211e-05,0.00014689598174300045
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,60,80,1,LSTM,Close-Low-High-,500,516.69,0.82,0.997,5.7593097153585404e-05,0.00014339530025608838
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,61,80,1,LSTM,Close-Low-High-,500,524.86,0.83,0.997,5.416764906840399e-05,0.00016525009414181113
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,62,80,1,LSTM,Close-Low-High-,500,521.55,0.83,0.997,5.456384678836912e-05,0.00014439094229601324
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,63,80,1,LSTM,Close-Low-High-,500,522.84,0.84,0.997,5.7057208323385566e-05,0.0001533245958853513
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,64,80,1,LSTM,Close-Low-High-,500,580.96,0.93,0.996,5.42573252459988e-05,0.00033973794779740274
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,65,80,1,LSTM,Close-Low-High-,500,532.14,0.86,0.997,5.768725895904936e-05,0.00017506349831819534
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,66,80,1,LSTM,Close-Low-High-,500,534.62,0.85,0.997,6.016634142724797e-05,0.00022827410430181772
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,67,80,1,LSTM,Close-Low-High-,500,510.48,0.82,0.997,5.1347575208637863e-05,0.00014199783618096262
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,68,80,1,LSTM,Close-Low-High-,500,512.77,0.81,0.997,5.151885488885455e-05,0.00017044632113538682
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,69,80,1,LSTM,Close-Low-High-,500,510.57,0.82,0.997,4.968217763234861e-05,0.00014843982353340834
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,70,80,1,LSTM,Close-Low-High-,500,500.16,0.79,0.997,5.4457901569548994e-05,0.000135210866574198
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,71,80,1,LSTM,Close-Low-High-,500,618.33,0.99,0.995,5.546794272959232e-05,0.00046863683382980525
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,72,80,1,LSTM,Close-Low-High-,500,557.13,0.88,0.996,5.292476635077037e-05,0.00031531494460068643
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,73,80,1,LSTM,Close-Low-High-,500,498.3,0.79,0.997,5.3316591220209375e-05,0.00014134665252640843
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,74,80,1,LSTM,Close-Low-High-,500,493.56,0.78,0.997,5.1749360864050686e-05,0.00013258549734018743
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,75,80,1,LSTM,Close-Low-High-,500,493.87,0.78,0.997,5.333537046681158e-05,0.00013219233369454741
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,76,80,1,LSTM,Close-Low-High-,500,492.18,0.78,0.997,5.510009214049205e-05,0.00013547211710829288
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,77,80,1,LSTM,Close-Low-High-,500,570.97,0.93,0.996,5.408695506048389e-05,0.0003128864918835461
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,78,80,1,LSTM,Close-Low-High-,500,513.23,0.81,0.997,5.617234273813665e-05,0.00020922873227391392
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,79,80,1,LSTM,Close-Low-High-,500,544.08,0.86,0.996,5.5166434322018176e-05,0.00030271412106230855
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,80,80,1,LSTM,Close-Low-High-,500,488.29,0.78,0.997,5.538834375329316e-05,0.00012862548464909196
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,81,80,1,LSTM,Close-Low-High-,500,483.91,0.76,0.997,5.406002310337499e-05,0.00013794306141790003
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,82,80,1,LSTM,Close-Low-High-,500,537.13,0.87,0.997,5.912602864555083e-05,0.00024929209030233324
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,83,80,1,LSTM,Close-Low-High-,500,485.96,0.77,0.997,5.507536479854025e-05,0.00015105046622920781
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,84,80,1,LSTM,Close-Low-High-,500,477.22,0.75,0.997,5.347722981241532e-05,0.00012489702203311026
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,85,80,1,LSTM,Close-Low-High-,500,498.74,0.79,0.997,5.554048402700573e-05,0.00018362552509643137
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,86,80,1,LSTM,Close-Low-High-,500,497.04,0.79,0.997,5.3196054068394005e-05,0.00017636014672461897
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,87,80,1,LSTM,Close-Low-High-,500,551.06,0.88,0.996,5.5059772421373054e-05,0.0003258701181039214
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,88,80,1,LSTM,Close-Low-High-,500,502.67,0.82,0.997,5.236919969320297e-05,0.00016895445878617465
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,89,80,1,LSTM,Close-Low-High-,500,473.95,0.75,0.997,5.350332867237739e-05,0.00013612833572551608
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,90,80,1,LSTM,Close-Low-High-,500,475.51,0.75,0.997,5.1164151955163106e-05,0.0001441116037312895
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,91,80,1,LSTM,Close-Low-High-,500,549.7,0.87,0.996,5.2295028581283987e-05,0.000348690984537825
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,92,80,1,LSTM,Close-Low-High-,500,519.85,0.82,0.997,5.5339583923341706e-05,0.000271973927738145
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,93,80,1,LSTM,Close-Low-High-,500,517.73,0.82,0.997,5.4432406614068896e-05,0.000254632206633687
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,94,80,1,LSTM,Close-Low-High-,500,470.16,0.75,0.997,6.059943916625343e-05,0.00012722030805889517
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,95,80,1,LSTM,Close-Low-High-,500,465.93,0.73,0.997,5.6303804740309715e-05,0.00013464230869431049
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,96,80,1,LSTM,Close-Low-High-,500,617.57,0.99,0.995,5.4491662012878805e-05,0.0005112449289299548
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,97,80,1,LSTM,Close-Low-High-,500,480.68,0.76,0.997,5.1232414989499375e-05,0.0001716281840344891
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,98,80,1,LSTM,Close-Low-High-,500,559.28,0.93,0.996,5.329079067450948e-05,0.00030836096266284585
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,99,80,1,LSTM,Close-Low-High-,500,472.81,0.74,0.997,5.5232008890016004e-05,0.00016655951912980527
SavedModels/7,Datasets/BTC-2018-2022-Hourly.csv,False,100,80,1,LSTM,Close-Low-High-,500,473.17,0.75,0.997,5.666531069437042e-05,0.0001679434353718534
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,1,120,6,GRU,Close-,400,936.24,1.51,0.99,0.0035860324278473854,0.000976220122538507
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,2,120,6,GRU,Close-,400,933.86,1.57,0.989,0.00043618466588668525,0.0007547913701273501
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,3,120,6,GRU,Close-,400,761.39,1.21,0.993,0.00033304918906651437,0.0003381644783075899
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,4,120,6,GRU,Close-,400,773.19,1.24,0.993,0.00027366133872419596,0.0004099169746041298
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,5,120,6,GRU,Close-,400,783.82,1.25,0.992,0.00024040731659624726,0.0005065191071480513
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,6,120,6,GRU,Close-,400,737.08,1.15,0.993,0.00021478900453075767,0.00034792718361131847
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,7,120,6,GRU,Close-,400,716.38,1.1,0.994,0.0001861109194578603,0.0002911993651650846
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,8,120,6,GRU,Close-,400,712.4,1.1,0.994,0.00017563106666784734,0.00030008310568518937
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,9,120,6,GRU,Close-,400,836.31,1.35,0.991,0.00015701469965279102,0.0007384835625998676
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,10,120,6,GRU,Close-,400,703.6,1.09,0.994,0.0001444044173695147,0.00026916112983599305
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,11,120,6,GRU,Close-,400,757.66,1.2,0.993,0.00013421406038105488,0.00039365561679005623
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,12,120,6,GRU,Close-,400,708.03,1.1,0.994,0.0001311636733589694,0.00027529578073881567
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,13,120,6,GRU,Close-,400,698.41,1.08,0.994,0.0001256028190255165,0.00026705535128712654
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,14,120,6,GRU,Close-,400,725.93,1.13,0.994,0.0001138193256338127,0.00039155062404461205
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,15,120,6,GRU,Close-,400,800.79,1.26,0.992,0.00011306253873044625,0.0007085892139002681
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,16,120,6,GRU,Close-,400,724.01,1.13,0.994,0.00010846537043107674,0.00040825825999490917
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,17,120,6,GRU,Close-,400,693.35,1.07,0.994,0.00010381667379988357,0.00026600208366289735
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,18,120,6,GRU,Close-,400,808.79,1.26,0.992,0.00010014423605753109,0.0007504664245061576
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,19,120,6,GRU,Close-,400,688.05,1.06,0.994,9.906637569656596e-05,0.00026491007884033024
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,20,120,6,GRU,Close-,400,700.01,1.08,0.994,9.738188236951828e-05,0.0003268273430876434
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,21,120,6,GRU,Close-,400,741.04,1.17,0.993,9.125343058258295e-05,0.0004471639113035053
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,22,120,6,GRU,Close-,400,697.49,1.08,0.994,8.984954183688387e-05,0.0003087447548750788
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,23,120,6,GRU,Close-,400,723.53,1.14,0.994,8.965886081568897e-05,0.0003445745096541941
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,24,120,6,GRU,Close-,400,688.78,1.06,0.994,8.314774458995089e-05,0.00029078585794195533
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,25,120,6,GRU,Close-,400,713.86,1.12,0.994,8.776954928180203e-05,0.00034247900475747883
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,26,120,6,GRU,Close-,400,683.09,1.05,0.995,8.676093420945108e-05,0.0002638964797370136
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,27,120,6,GRU,Close-,400,682.01,1.05,0.994,8.27297117211856e-05,0.00027367088478058577
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,28,120,6,GRU,Close-,400,697.2,1.08,0.994,8.333320874953642e-05,0.000293944263830781
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,29,120,6,GRU,Close-,400,875.98,1.41,0.99,7.86928430898115e-05,0.0009596741292625666
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,30,120,6,GRU,Close-,400,681.6,1.05,0.994,8.077074016910046e-05,0.0002746286627370864
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,31,120,6,GRU,Close-,400,694.14,1.08,0.994,7.711705256951973e-05,0.00029682950116693974
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,32,120,6,GRU,Close-,400,679.68,1.05,0.994,7.673049549339339e-05,0.0002858787775039673
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,33,120,6,GRU,Close-,400,671.75,1.03,0.995,7.816313154762611e-05,0.00025822289171628654
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,34,120,6,GRU,Close-,400,711.67,1.12,0.994,7.8160512202885e-05,0.0003937493311241269
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,35,120,6,GRU,Close-,400,678.06,1.05,0.995,7.445485971402377e-05,0.00026622324367053807
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,36,120,6,GRU,Close-,400,696.08,1.08,0.994,7.100180664565414e-05,0.00032162360730580986
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,37,120,6,GRU,Close-,400,667.34,1.02,0.995,7.388809899566695e-05,0.0002486605371814221
SavedModels/8,Datasets/BTC-2018-2022-Hourly.csv,False,38,120,6,GRU,Close-,400,705.35,1.11,0.994,7.349659426836297e-05,0.0003617072943598032
